"from","to","n_times"
"Nunez, Veronica","Mcdaniel, Tajrik",32
"Sandoval, Stephanie","el-Dia, Zaamil",1
"Sheldon, Audrey","al-Sesay, Fuaad",1
"Bravo Gutierrez, Randee","Ernst, Charlotte",7
"Weber, Stephen","Bravo Gutierrez, Randee",5
"Jordan, Nicholas","Bravo Gutierrez, Randee",2
"Weber, Stephen","Ernst, Charlotte",38
"Jordan, Nicholas","Weber, Stephen",2
"Jordan, Nicholas","Ernst, Charlotte",3
"Finney II, Kenneth","Mccoy, Asia",51
"Jefferson, Christopher","Jimenez, Clifford",1
"Parker, Destiny","al-Akel, Husniyya",16
"al-Kamara, Asmar","Riley, Aylissa",7
"Price, Bria","al-Kamara, Asmar",57
"Price, Bria","Riley, Aylissa",21
"Morgan, Lacey","Austin, Jordan",3
"Morgan, Lacey","Rinhart, Jacina",10
"Rinhart, Jacina","Austin, Jordan",25
"Ho, Maureen","Mccoy, Asia",36
"el-Wakim, Khaalid","Ho, Maureen",59
"Ho, Maureen","Smith, Justin",32
"el-Wakim, Khaalid","Mccoy, Asia",42
"el-Wakim, Khaalid","Smith, Justin",26
"Smith, Justin","Mccoy, Asia",58
"Miller, Aryn","Middlestadt, Justus",10
"Tang, Yusuf","Middlestadt, Justus",4
"Jenness, Billy","East, Joseph",7
"Funk-Gray, Bailie","Danduran, Damion",52
"Tran, Stephen","Flores, Victoria",8
"Conner, Jose","Tran, Stephen",2
"Conner, Jose","Flores, Victoria",6
"Bravo Gutierrez, Randee","al-Sesay, Fuaad",5
"Powell, Taylor","Young, Deiondre",3
"Vicencio, Latina","Powell, Taylor",5
"el-Abbas, Azeeza","el-Azad, Hawraa",4
"el-Abbas, Azeeza","Grover, Mariah",21
"Grover, Mariah","el-Azad, Hawraa",6
"Schuebel, Nicole","Tran, Robert",19
"Tran, Robert","Culhane, Laquan",30
"Schuebel, Nicole","Culhane, Laquan",8
"el-Jabbour, Sireen","Krantz, William",11
"Krantz, William","Locust, Arlene",5
"Ware, Renee","Krantz, William",55
"el-Jabbour, Sireen","Locust, Arlene",4
"Ware, Renee","el-Jabbour, Sireen",6
"Ware, Renee","Locust, Arlene",5
"al-Halaby, Kameel","Krantz, William",2
"al-Halaby, Kameel","el-Jabbour, Sireen",1
"al-Halaby, Kameel","Locust, Arlene",2
"al-Halaby, Kameel","Ware, Renee",2
"Acosta, Courtni","Marquez Orozco, Rosalio",15
"Wright, L'Trel","Acosta, Courtni",45
"Wilson, Destany","Acosta, Courtni",5
"Irick, Michael","Laforce, David",75
"Simental, Karla","Ortiz, Jesse",5
"Simental, Karla","Lawrence, Kassandra",3
"Ortiz, Jesse","Whitney, Jordan",2
"Simental, Karla","Whitney, Jordan",25
"Whitney, Jordan","Lawrence, Kassandra",4
"Rusello, Katherine","Anderson, Brandon",6
"Johnson, Antonio","Nelson, Garnerick",17
"Henderson, Damarius","Krumel, Tanner",4
"Chaffin, Desmond","Le, Emily",2
"Huggins, Caitlin","Nelson, Shakevya",14
"Hughes, Prentiss","Nelson, Shakevya",8
"Sheldon, Audrey","Nelson, Shakevya",7
"Huggins, Caitlin","Nguyen, Kuan-Hsuen",10
"Nguyen, Kuan-Hsuen","Nelson, Shakevya",4
"Hughes, Prentiss","Nguyen, Kuan-Hsuen",8
"Sheldon, Audrey","Nguyen, Kuan-Hsuen",12
"Mckenzie, Dominique","Nguyen, Kuan-Hsuen",13
"Mckenzie, Dominique","Nelson, Shakevya",18
"Lloyd, Shelby","Blochinger, Jeffrey",2
"Dubenion, Tiesha","Anders, Joseph",13
"Neufeld, Devyn","Maiolo, Tara",5
"Payne, Tyler","Neufeld, Devyn",71
"Lawrence, Kendall","Krason, Austen",49
"Fernandez, Kirstie","Martinez, Samara",42
"Lawton, Amanda","Chang, Jacquelyn",26
"Lawton, Amanda","Cummings, Devon",2
"Cummings, Devon","Chang, Jacquelyn",1
"Lawton, Amanda","Taylor, Joseph",5
"Chang, Jacquelyn","Taylor, Joseph",1
"Chang, Jose","Taylor, Joseph",4
"Brack, Trezen","Taylor, Joseph",1
"Cummings, Devon","Taylor, Joseph",1
"Hernandez, Leilani","Taylor, Joseph",26
"Lawton, Amanda","Chang, Jose",4
"Chang, Jose","Chang, Jacquelyn",2
"Cummings, Devon","Chang, Jose",1
"Hernandez, Leilani","Chang, Jose",12
"Lawton, Amanda","Brack, Trezen",2
"Brack, Trezen","Chang, Jacquelyn",1
"Brack, Trezen","Chang, Jose",1
"Hernandez, Leilani","Brack, Trezen",2
"Hernandez, Leilani","Lawton, Amanda",19
"Hernandez, Leilani","Chang, Jacquelyn",2
"Hernandez, Leilani","Cummings, Devon",1
"Erig, David","Metts, Tia Shaye",11
"Ramos, Brianna","Morgan, Lacey",7
"Morgan, Lacey","Rustemeyer, Charneissha",28
"Ramos, Brianna","Rustemeyer, Charneissha",9
"Hernandez, Leilani","Habteyesus, Gabriel",11
"Habteyesus, Gabriel","Taylor, Joseph",9
"Habteyesus, Gabriel","Mascarenas, Jaquelyn",16
"Hernandez, Leilani","Mascarenas, Jaquelyn",8
"Mascarenas, Jaquelyn","Taylor, Joseph",9
"Whitlock, Alexandra","Gagnon, Daimian",1
"Whitlock, Alexandra","Saunders, Tyler",20
"Saunders, Tyler","Gagnon, Daimian",7
"Rentie, Davidray","Northrup, Karly",17
"Robertson, Patrick","Stevens, Hunter",12
"Trujillo, Marylou","Leiva, Jessica",2
"Mace, Shailyn","Martinez, Alejandro",3
"Hong, Jodi","Kiflom, Mikayla",2
"Ka, Elfadly","Martinez, Aleah",1
"Ka, Elfadly","Christian, Ramon",1
"Christian, Ramon","Martinez, Aleah",15
"Burroughs-Chock, James","Christian, Ramon",3
"Burroughs-Chock, James","Martinez, Aleah",2
"el-Nouri, Afnaan","el-Hai, Aqeela",11
"Edwards, Terrance","el-Niazi, Muneef",6
"Edwards, Terrance","Harding, Alana",17
"el-Niazi, Muneef","Harding, Alana",6
"Jay, Jordon","el-Yacoub, Fat'hiyaa",3
"Funk-Gray, Bailie","Huggins, Caitlin",51
"Mace, Shailyn","Funk-Gray, Bailie",41
"Salvador, Jordan","Huggins, Caitlin",9
"Salvador, Jordan","Mace, Shailyn",11
"Salvador, Jordan","Funk-Gray, Bailie",8
"Rainy, Kaleb","Dotson, Truman",4
"el-Madani, Imraan","Tripathi, Andy",10
"Chaplinskiy, Liam","Esquibel, Danielle",22
"Vo, Collin","Stevens, Hunter",35
"Vo, Collin","el-Jafri, Mahaa",23
"el-Jafri, Mahaa","Stevens, Hunter",27
"al-Mustafa, Raheema","Verde, Richard",3
"al-Mustafa, Raheema","Herrera, Marissa",10
"al-Mustafa, Raheema","Gonzales, Vincent",5
"Herrera, Marissa","Verde, Richard",4
"Herrera, Marissa","Gonzales, Vincent",9
"Yanez Luna, Jose","Verde, Richard",8
"al-Mustafa, Raheema","Yanez Luna, Jose",21
"Yanez Luna, Jose","Herrera, Marissa",24
"Yanez Luna, Jose","Gonzales, Vincent",5
"Zacarias Paredes, Victor","Verde, Richard",2
"al-Mustafa, Raheema","Zacarias Paredes, Victor",20
"Zacarias Paredes, Victor","Yanez Luna, Jose",26
"Zacarias Paredes, Victor","Gonzales, Vincent",5
"Gonzales, Vincent","Verde, Richard",6
"Lo, Christine","Holmes, Christian",5
"Hubbard, Brittany","Trammell, Deandre",8
"Correa, Joshua","Hubbard, Brittany",17
"Correa, Joshua","Trammell, Deandre",11
"el-Laham, Yahya","Hubbard, Brittany",14
"el-Laham, Yahya","Trammell, Deandre",32
"Brainard, Shayla","Two Crow-Lee, Joey",16
"Matthews, Wilbert","Zachareas, Shelby",46
"al-Ahmed, Muzaina","al-Barakat, Zaidaan",13
"Lo, Christine","al-Barakat, Zaidaan",37
"Hoffman, Stephanie","Duong, Kyle",10
"Duong, Kyle","el-Ally, Naqaa",12
"Nelson, Sami","Duong, Kyle",27
"al-Diab, Ziyaad","Barree, Olivia",5
"De Fiore, Matthew","Spencer, Chance",3
"Grob, Rosa","Efagene, Tres",2
"Phillips, Dakaurey","al-Mansur, Mutammam",108
"Downs, Taylor","al-Mansur, Mutammam",45
"Phillips, Dakaurey","Downs, Taylor",49
"al-Mustafa, Raheema","Lo, Diana",18
"Locquiao-Rima, Crystal","Lo, Diana",4
"al-Mustafa, Raheema","Locquiao-Rima, Crystal",3
"al-Idris, Saeed","al-Salam, Raashid",130
"al-Salam, Raashid","Hammer, Chandra",61
"Valenzuela-Reynosa, Taina","al-Salam, Raashid",30
"Chaplinskiy, Liam","el-Sami, Noora",2
"al-Shams, Daamir","Castillo, Sheija",7
"Castillo, Sheija","Mcdermott, Jesse",9
"Moua, Kiara","Castillo, Sheija",6
"al-Shams, Daamir","Mcdermott, Jesse",26
"Moua, Kiara","Mcdermott, Jesse",12
"Melka, Zebulon","el-Vaziri, Abdul Hameed",57
"al-Idris, Saeed","Riley, Aylissa",48
"el-El-Sayed, Aneesa","al-Salam, Raashid",98
"al-Salam, Raashid","Riley, Aylissa",27
"el-El-Sayed, Aneesa","Valenzuela-Reynosa, Taina",23
"Valenzuela-Reynosa, Taina","Riley, Aylissa",26
"el-El-Sayed, Aneesa","Riley, Aylissa",28
"Riley, Aylissa","Hammer, Chandra",62
"Kendall, Kosuke","Rubio, Talon",8
"Kendall, Kosuke","Zheng, Varun",10
"Zheng, Varun","Rubio, Talon",7
"Conner, Jose","Locquiao-Rima, Crystal",1
"Goerner, Rodney","Dean, Sydney",28
"Goerner, Rodney","el-Khatib, Asmar",30
"Goerner, Rodney","al-Satter, Adnaan",10
"Cannon, Maya","el-Zaki, Mudrik",3
"el-Zaki, Mudrik","el-Agha, Tahaani",4
"Erebia, Efrain","el-Zaki, Mudrik",3
"Cannon, Maya","el-Agha, Tahaani",3
"Chaplinskiy, Liam","el-Zaki, Mudrik",5
"Chaplinskiy, Liam","Cannon, Maya",32
"Chaplinskiy, Liam","el-Agha, Tahaani",3
"Chaplinskiy, Liam","Erebia, Efrain",3
"Cannon, Maya","Erebia, Efrain",3
"Erebia, Efrain","el-Agha, Tahaani",4
"Remillard, Jeremy","Meraz, Juan",39
"Union, Quinton","Meraz, Juan",25
"Union, Quinton","Remillard, Jeremy",17
"Pham, Nedim","Hallmark, Andrew",22
"Magallanes, Brenda","Long, Cody",2
"al-Zaher, Badraan","Ward, Deven",21
"Kim, Kyle","Ward, Deven",11
"al-Zaher, Badraan","Kim, Kyle",15
"Carlson, Sara","el-Amin, Afeef",35
"Wilford, Patrick","el-Bacchus, Khaira",16
"Holt, Gabriel","Avalaz, Armandell",49
"Medina, Jessi","Higa, Christian",15
"el-Fawaz, Shaheed","Ruddick, Tanner",17
"el-Fawaz, Shaheed","Kuge, Justin",67
"Deshazor, Vanessa","Bajwa, Marina-Ashley",21
"Lewis, Jenae","Bajwa, Marina-Ashley",34
"Lynch, Chadwick","Brewer, Dylan",31
"Brewer, Dylan","Riley, Aylissa",20
"Hobbs, Torrey","Ruddick, Tanner",4
"Carrillo, Gustavo","al-Harron, Gaitha",3
"el-Kamali, Nakheel","al-Abdul, Umaira",1
"el-Kamali, Nakheel","Castanon-Banuelos, Breanna",2
"al-Abdul, Umaira","Castanon-Banuelos, Breanna",24
"Conner, Jose","Bird, Brooke",23
"Conner, Jose","Slone, James",7
"Slone, James","Bird, Brooke",12
"Tran, Stephen","Olson, Joylensia",35
"el-Farhat, Khaalida","Box, Dean",21
"Dalton, Elisha","Hall, Joseph",26
"Barree, Olivia","el-Radi, Ghuzaila",22
"Walters, Veronica","el-Radi, Ghuzaila",54
"Langley, Jaquoi","Reed, Stacy",28
"Lo, Diana","Sayavong, Mariel",35
"King, Lucy","Dybdahl, Mariah",35
"King, Lucy","Herrera, Bianca",24
"Dingle, Elissia","Dybdahl, Mariah",82
"Dybdahl, Mariah","Herrera, Bianca",7
"Liddle, Kenrick","Johnson, Lilly",32
"Castillo, Aaron","Johnson, Lilly",22
"Carabajal III, Alisha","Johnson, Lilly",14
"Carabajal III, Alisha","Liddle, Kenrick",32
"Castillo, Aaron","Carabajal III, Alisha",64
"Chavarria, Angela","Anders, Anthony",14
"al-Hakim, Jumail","Chavarria, Angela",4
"al-Hakim, Jumail","Anders, Anthony",5
"Harden, Meghan","Chavarria, Angela",1
"Harden, Meghan","Anders, Anthony",1
"Parra, Emanuel","Pinkett, Thomas",2
"Pinkett, Thomas","Ayala, Enrique",7
"Parra, Emanuel","Ayala, Enrique",2
"Pinkett, Thomas","Toy, Rachael",9
"Parra, Emanuel","Toy, Rachael",2
"Ayala, Enrique","Toy, Rachael",9
"Chapa, Austin","el-Masri, Rifqa",29
"Chapa, Austin","Gessesse, Dante",13
"Loveday, Katie","Wallace, Andre",4
"Montour, Mark","al-Kaber, Jannat",8
"Montour, Mark","al-Farhat, Kaarim",6
"al-Farhat, Kaarim","al-Kaber, Jannat",38
"Chavarria, Jesse","al-Habib, Azzaam",15
"Brehm, Oheo","Chavarria, Jesse",7
"Castaneda Garcia, Joel","Hoang, Braydon",6
"Fernandez, Nicole","Hoang, Braydon",4
"Fernandez, Nicole","Castaneda Garcia, Joel",9
"Ortiz, Jesse","Walker, Madison",8
"Ortiz, Jesse","Anderson, Brandon",3
"Walker, Madison","Anderson, Brandon",3
"Brink, Jonni Lynn","Anderson, Brandon",2
"Kirksey, Bryce","Anderson, Brandon",2
"Hughes, Prentiss","Anderson, Brandon",4
"Hughes, Prentiss","Walker, Madison",2
"Hughes, Prentiss","Brink, Jonni Lynn",1
"Hughes, Prentiss","Kirksey, Bryce",1
"Kirksey, Bryce","Walker, Madison",2
"Ortiz, Jesse","Brink, Jonni Lynn",1
"Brink, Jonni Lynn","Walker, Madison",1
"Kirksey, Bryce","Brink, Jonni Lynn",1
"Efagene, Tres","Lee, Tony",11
"Lee, Tony","Bernabo, James",3
"Efagene, Tres","Bernabo, James",4
"Sweeney, Eric","Sajopha, Simran",29
"Krason, Austen","el-Dia, Zaamil",25
"Cannon, Maya","Chase-Knox, Dontrell",4
"Yazzie, Asashia","Schott, Darik",1
"Allen, Ebony","Schott, Darik",17
"Allen, Ebony","Yazzie, Asashia",1
"Granados Garcia, Darwyn","Brough, Landon",1
"Lial, John","Johns, Denisse",11
"Fyfe, Kendra","Arou, Reanna",10
"Jacquez, Morgan","Cheney, Ashley",11
"Joyce, Matthew","al-Majid, Mubeena",33
"Myers, Royal","Escamilla, Janeth",3
"Neufeld, Devyn","Oakes, Aaron",4
"Lee, Anderson","Mitchell, Ekene",44
"al-Ahmed, Muzaina","Matsushima, Alex",14
"Aranda, Ilse","Lopez-Naranjo, Sandra",5
"Walters, Veronica","al-Elbaz, Zakariyya",73
"Parker, Destiny","al-Elbaz, Zakariyya",35
"al-Dia, Juhaina","Holt, Gabriel",12
"Holt, Gabriel","Rimmey, Mercedes",11
"al-Dia, Juhaina","Rimmey, Mercedes",14
"Johnson, Jennifer","Avila, Nikki",22
"Faloon, Daniel","Miller, Aryn",18
"Ortiz, Jesse","Mccormick, Alexandra",5
"Ortiz, Jesse","Pasang, Christopher",18
"Rohde, Irquois","al-Masood, Abdul Haadi",1
"Martinez, Alejandro","Medina, Idalys",2
"Meador, Rosemary","Todd, Ashleigh",29
"Zwaan, Macey","Castillo, Sheija",27
"Castillo, Aaron","el-Ghanem, Naseema",8
"Songer, Joseph","Paredes, Antonio",23
"Parra, Emanuel","al-Fayad, Azza",17
"el-Ramin, Rifqa","el-Ebrahimi, Faseeha",5
"al-Iqbal, Isaam","el-Ebrahimi, Faseeha",3
"al-Iqbal, Isaam","el-Ramin, Rifqa",16
"Dean, Sydney","Myers, Royal",7
"Myers, Royal","Vasilakis, Kyle",55
"Dean, Sydney","Vasilakis, Kyle",14
"Burnsed, Jalen","Casarez, Arnulfo",41
"Andrew, Thien","Trent, Kayla",7
"Lee, Tiffany","Andrew, Thien",8
"Lee, Tiffany","Trent, Kayla",7
"Adolpho-Rivera, Elijah","al-Hannan, Iyaad",3
"Crespin, Adrian","Kascak, Chau",2
"Crespin, Adrian","Yu, Steffany",1
"Chapa, Austin","Nazareta, Josiah",25
"Thurman, Marcus","al-Amara, Afraah",56
"Cannon, Maya","Torres, Jackline",17
"Torres, Jackline","Robinson, Marcus",15
"Cannon, Maya","Robinson, Marcus",29
"Torres, Jackline","Hernandez, Brandon",11
"Robinson, Marcus","Hernandez, Brandon",10
"Cannon, Maya","Hernandez, Brandon",5
"Garcia, Benjamin","al-Ameen, Nawfal",2
"Nguyen, Julia","Saunders, Tyler",2
"el-Nour, Qaaida","el-Agha, Tahaani",2
"Rodriguez-Moreno, Savannah","el-Faris, Shafeeqa",2
"Hisel, Keith","al-Sesay, Fuaad",6
"el-Masri, Rifqa","Brehm, Oheo",3
"Coleman, Jermie","Kanamu-Santos, Anthony",10
"al-Eid, Faalih","Zwaan, Macey",22
"al-Eid, Faalih","Castillo, Sheija",14
"Secundy, Marko","Learned, Madeleine",1
"Romero, Perla","Aguilar, Sierra",5
"Aguilar, Larissa","Aguilar, Sierra",6
"Pielsticker, Chandrika","Rel, Sadyan",44
"Rel, Sadyan","Duncan, Amanda",104
"Pielsticker, Chandrika","Duncan, Amanda",12
"Zhang, Hannah","al-Jan, Fawwaaz",77
"Fiscus, Joshua","Culhane, Laquan",35
"Flores, Ashley","Fiscus, Joshua",46
"Hawkins, Mark","al-Abdul, Umaira",20
"Ayala, Enrique","Wilson, Anjelika",16
"Kascak, Chau","Ayala, Enrique",4
"el-Farha, Nadeem","Ayala, Enrique",9
"el-Farha, Nadeem","Wilson, Anjelika",13
"el-Farha, Nadeem","Kascak, Chau",9
"Goerner, Rodney","Kennedy, Quinn",2
"Flores, Ashley","Crocker, Christopher",6
"Crocker, Christopher","Tripathi, Andy",4
"Flores, Ashley","Tripathi, Andy",12
"Joyce, Matthew","Todd, Ashleigh",18
"Joyce, Matthew","el-Saab, Mubaaraka",14
"el-Saab, Mubaaraka","Todd, Ashleigh",23
"Yanez Luna, Jose","Gallegos, Joseph",24
"Zeng, Molly","Yanez Luna, Jose",44
"Zeng, Molly","Gallegos, Joseph",7
"Yanez Luna, Jose","Mock, Dashick",31
"Mock, Dashick","Gallegos, Joseph",71
"Zeng, Molly","Mock, Dashick",9
"Wilson, Destany","Hyde, Lindsey",6
"Johns, Mesel","Wilson, Destany",10
"el-Rafiq, Raashid","Hernandez, Brandon",17
"Hernandez, Brandon","Salomon, Nancy",10
"el-Rafiq, Raashid","Salomon, Nancy",16
"Jefferson, Christopher","Olsen, Chiara",3
"al-Dia, Juhaina","Chang, Jose",3
"al-Dia, Juhaina","Romo, Ashley",4
"al-Dia, Juhaina","Fischer, Shane",13
"Chang, Jose","Romo, Ashley",2
"Chang, Jose","Fischer, Shane",6
"Fischer, Shane","Romo, Ashley",2
"Mcalister, Abigail","Melka, Zebulon",34
"Hubbart, Jeremiah","Nosker, Desiree",33
"Hubbart, Jeremiah","Nazareta, Josiah",11
"Nosker, Desiree","Nazareta, Josiah",34
"Hong, Jodi","Urquijo, Yecenia",4
"Tiger, Alanna","Johnson, Antonio",2
"Edmondson, Allison","Tiger, Alanna",22
"Tiger, Alanna","Nelson, Garnerick",3
"Castanon-Banuelos, Breanna","Johnson, Antonio",2
"Castanon-Banuelos, Breanna","Harris, Tysza",48
"Castanon-Banuelos, Breanna","Edmondson, Allison",12
"Castanon-Banuelos, Breanna","Nelson, Garnerick",3
"Harris, Tysza","Johnson, Antonio",2
"Tiger, Alanna","Harris, Tysza",53
"Harris, Tysza","Nelson, Garnerick",2
"Edmondson, Allison","Johnson, Antonio",2
"Edmondson, Allison","Nelson, Garnerick",2
"Vargas, Zachery","Johnson, Antonio",2
"Vargas, Zachery","Nelson, Garnerick",7
"Montague, Rachel","Quach, Troy",30
"el-Laham, Yahya","Mejia Cabrera, Alejandra",1
"Chang, Jacquelyn","Curtice, Jeremiah",2
"Gomez, Teryn","Curtice, Jeremiah",3
"Parra, Emanuel","Curtice, Jeremiah",9
"Parra, Emanuel","Chang, Jacquelyn",5
"Gomez, Teryn","Chang, Jacquelyn",19
"al-Siddique, Waail","Bland, Jonah",9
"al-Siddique, Waail","Erebia, Efrain",6
"Erebia, Efrain","Bland, Jonah",6
"Davis, Selene","Laner, Leonard",8
"Ho, Shane","Zachareas, Shelby",21
"al-Younis, Maazin","Ho, Shane",50
"Zacarias Paredes, Victor","Gerry, Carley",93
"Lopez-Martinez, Kaitlyn","Cox, Michael",37
"Cox, Michael","Gao, Lisa",31
"Brunson, Go","Cox, Michael",9
"Brunson, Go","Glenn, Aimis",4
"Brunson, Go","al-Hammad, Jaadallah",28
"Brunson, Go","Barnes, Silvano",7
"Brunson, Go","Lopez-Martinez, Kaitlyn",11
"Brunson, Go","Gao, Lisa",12
"Glenn, Aimis","Cox, Michael",6
"Lopez-Martinez, Kaitlyn","Glenn, Aimis",7
"Glenn, Aimis","Gao, Lisa",10
"Cox, Michael","al-Hammad, Jaadallah",9
"Glenn, Aimis","al-Hammad, Jaadallah",2
"Lopez-Martinez, Kaitlyn","al-Hammad, Jaadallah",13
"al-Hammad, Jaadallah","Gao, Lisa",11
"Ortiz, Jesse","Cox, Michael",54
"Ortiz, Jesse","Glenn, Aimis",4
"Ortiz, Jesse","al-Hammad, Jaadallah",20
"Ortiz, Jesse","Lopez-Martinez, Kaitlyn",21
"Barnes, Silvano","Cox, Michael",9
"Glenn, Aimis","Barnes, Silvano",36
"Barnes, Silvano","al-Hammad, Jaadallah",11
"Ortiz, Jesse","Barnes, Silvano",11
"Lopez-Martinez, Kaitlyn","Barnes, Silvano",9
"Barnes, Silvano","Gao, Lisa",11
"Wolfe, Michelle","Ruddick, Tanner",33
"Bhatt, Savannah","Singh, Elsa",1
"Correa, Joshua","Jefferson, Christopher",35
"Correa, Joshua","Bell, Jessica",30
"Bell, Jessica","Jefferson, Christopher",26
"Melbrod, Taylor","Shepherd, Shania",12
"Le, Emily","Mcdaniel, Tajrik",49
"Le, Emily","Myers, Shkhelley",4
"Myers, Shkhelley","Mcdaniel, Tajrik",4
"Drewno, Young","Navalta, Azira",25
"Marquez, Luis","el-Aziz, Khulood",6
"Fitzsimmons, Brandon","Fisher, Ibashi",33
"Roloson, Mark","el-Niazi, Muneef",2
"Chu, Andrew","Roloson, Mark",3
"Vicencio, Latina","Roloson, Mark",4
"Vicencio, Latina","Um, Melissa",1
"Vicencio, Latina","el-Niazi, Muneef",2
"Vicencio, Latina","Chu, Andrew",4
"Gurrola, Molly","Roloson, Mark",1
"Vicencio, Latina","Gurrola, Molly",1
"Um, Melissa","Gurrola, Molly",2
"Gurrola, Molly","Schott, Darik",2
"Gurrola, Molly","el-Niazi, Muneef",10
"Chu, Andrew","Gurrola, Molly",3
"Um, Melissa","Roloson, Mark",1
"Um, Melissa","el-Niazi, Muneef",2
"Um, Melissa","Chu, Andrew",45
"Garcia, Kayla","Roloson, Mark",1
"Vicencio, Latina","Garcia, Kayla",1
"Garcia, Kayla","Gurrola, Molly",1
"Garcia, Kayla","Um, Melissa",2
"Garcia, Kayla","Schott, Darik",2
"Garcia, Kayla","el-Niazi, Muneef",2
"Garcia, Kayla","Chu, Andrew",2
"Roloson, Mark","Schott, Darik",1
"Vicencio, Latina","Schott, Darik",1
"Um, Melissa","Schott, Darik",27
"Schott, Darik","el-Niazi, Muneef",15
"Chu, Andrew","Schott, Darik",26
"Chu, Andrew","el-Niazi, Muneef",7
"Kocsis, Qin Qin","Mock, Dashick",30
"Navalta, Azira","Gallegos, Jose",47
"Granados Garcia, Darwyn","Iritani, The",3
"Iritani, The","Wallace, Andre",3
"Granados Garcia, Darwyn","Wallace, Andre",5
"Diaz Hernandez, Alejandra","Morford, Annie",4
"el-Vaziri, Raadiya","Johnson, Zachary",44
"Williams, Shikoni","el-Vaziri, Raadiya",30
"Williams, Shikoni","Johnson, Zachary",17
"Williams, Shikoni","Kim, Jia",19
"Kim, Jia","el-Vaziri, Raadiya",45
"Kim, Jia","Johnson, Zachary",75
"Harden, Meghan","Bell, Jessica",5
"el-Mostafa, Nuzha","al-Farhat, Shaahida",5
"Wing, Gabriel","al-Farhat, Shaahida",2
"Walters, Veronica","al-Farhat, Shaahida",9
"el-Fawaz, Shaheed","al-Farhat, Shaahida",14
"Wing, Gabriel","el-Fawaz, Shaheed",37
"el-Fawaz, Shaheed","Parker, Destiny",38
"al-Hannan, Iyaad","al-Farhat, Shaahida",2
"al-Hannan, Iyaad","el-Fawaz, Shaheed",11
"al-Hannan, Iyaad","el-Mostafa, Nuzha",4
"Wing, Gabriel","al-Hannan, Iyaad",10
"al-Hannan, Iyaad","Walters, Veronica",4
"al-Hannan, Iyaad","Parker, Destiny",2
"Wing, Gabriel","Walters, Veronica",51
"Parker, Destiny","al-Farhat, Shaahida",2
"el-Mostafa, Nuzha","Parker, Destiny",2
"Wing, Gabriel","Parker, Destiny",2
"Huang, Mary","Nez, Blake",11
"Crockett, Scott","Nez, Blake",3
"Lee, Kevin","Nez, Blake",3
"Nez, Blake","Guo, Jerry",28
"Allen, Ebony","Jones, Joseph",12
"Krason, Austen","Jones, Joseph",14
"Allen, Ebony","Krason, Austen",20
"Romero, Perla","Mcneely, Andrea",6
"Holguin, Luis","Mcneely, Andrea",5
"el-Kamali, Nakheel","Lamczyk, Shayne",1
"el-Kamali, Nakheel","Garcia, Kayla",10
"Garcia, Kayla","Lamczyk, Shayne",5
"Lamczyk, Shayne","Hernandez, Brandon",11
"el-Kamali, Nakheel","Hernandez, Brandon",1
"Hernandez, Brandon","Anderson, Brandon",11
"Lamczyk, Shayne","Anderson, Brandon",28
"el-Kamali, Nakheel","Anderson, Brandon",1
"Garcia, Kayla","Anderson, Brandon",3
"el-Amer, Irfaan","Maes, Mariah",27
"Maes, Mariah","Rayos, William",23
"Natonabah, Jerod","Nguyen, Oming",41
"Castaneda Garcia, Joel","Natonabah, Jerod",44
"al-Mustafa, Raheema","al-Fayad, Azza",27
"al-Fayad, Azza","Yanez Luna, Jose",7
"Yanez Luna, Jose","el-Saab, Mubaaraka",8
"al-Fayad, Azza","el-Saab, Mubaaraka",23
"al-Mustafa, Raheema","el-Saab, Mubaaraka",21
"Holguin, Luis","Barela, Miguel",20
"Mcbride, Sara","Few, Rickey",53
"Lee, Kevin","Barnes, Casey",6
"Lee, Kevin","Rainy, Kaleb",53
"Lee, Kevin","David, Cynthia",57
"David, Cynthia","Barnes, Casey",2
"David, Cynthia","Rainy, Kaleb",42
"Rainy, Kaleb","Barnes, Casey",5
"Montour, Mark","Alvarado-Rodriguez, Jaime",2
"Alvarado-Rodriguez, Jaime","Ho, Maureen",1
"Montour, Mark","Solat, Amber",25
"Alvarado-Rodriguez, Jaime","Solat, Amber",8
"Ho, Maureen","Solat, Amber",29
"Montour, Mark","Ho, Maureen",6
"Whitlock, Alexandra","Villarreal, Aaron",19
"Whitlock, Alexandra","Harding, Alana",2
"Whitlock, Alexandra","Sharr, Tanner",2
"Harding, Alana","Villarreal, Aaron",2
"Sharr, Tanner","Villarreal, Aaron",2
"Sharr, Tanner","Harding, Alana",7
"el-Molla, Qaaida","Villarreal, Aaron",2
"Harding, Alana","el-Molla, Qaaida",24
"Sharr, Tanner","el-Molla, Qaaida",3
"Lowe, Aaron","el-Molla, Qaaida",5
"Lowe, Aaron","Harding, Alana",2
"Sharr, Tanner","Lowe, Aaron",3
"Lehman, Shelby","Villarreal, Aaron",2
"Lehman, Shelby","Harding, Alana",2
"Lehman, Shelby","Lowe, Aaron",4
"Salvador, Jordan","Fuentes, Nichole",19
"Miller, Brandi","Sayavong, Mariel",1
"el-Baccus, Tahaani","Sayavong, Mariel",20
"el-Baccus, Tahaani","Miller, Brandi",6
"Lenard, Fabian","Sayavong, Mariel",3
"el-Baccus, Tahaani","Lenard, Fabian",6
"Lenard, Fabian","Miller, Brandi",1
