from,to,n_times
"Nunez, Erick","Ackah Yensu, Brandi",2
"Arapahoe, Lauren","Flores Diaz, Melissa",1
"Jackson, Shailah","Flores Diaz, Melissa",4
"Jackson, Shailah","Arapahoe, Lauren",1
"Jackson, Shailah","Ackah Yensu, Brandi",6
"Arapahoe, Lauren","Ackah Yensu, Brandi",1
"Chavarria, Alexander","Brown, Christopher",1
"Chavarria, Alexander","Sweets, Devon",5
"Campos, Tanisha","Chavarria, Alexander",12
"Campos, Tanisha","Brown, Christopher",1
"Espinosa Ramirez, Jesus","Byrnes, Destinee",2
"Wong, Irena","Byrnes, Destinee",5
"Goens, Jurnee","Byrnes, Destinee",2
"Clifton, Nico","Brutout, Cody",18
"Davis, Samba","Houston, Gladys",15
"Dalke, Emily","Molock-Sanders, Eustace",1
"Winbush, Kellie","Turner, Tah'Kalah",3
"Deguzman, Benjamin","Young, Spencer",11
"Fernandez, Dameion","Grimm, Thomas",3
"Park, Ashleigh","Fernandez, Dameion",4
"Shah, Nikki","Fernandez, Dameion",5
"Greene, Ladezhane","Fernandez, Dameion",9
"Park, Ashleigh","Greene, Ladezhane",6
"Greene, Ladezhane","Grimm, Thomas",4
"Barrera, Ganell","Kalma, Tess",3
"Caples, Luke","Zieres, Ryan",1
"al-Farhat, Kinaana","Woldu, Keiarah",32
"el-Abood, Hissa","Skof, Mckenzie",1
"Skof, Mckenzie","Fay, Paige",1
"Fay, Paige","Holland, Ryan",2
"Tran, Sharon","Merrow, Kassandra",1
"Thorpe, Jordan","Ramirez Banuelos, Bianca",30
"Tran, Johnny","King, Bin",1
"Snyder, Steven","King, Bin",1
"Tran, Johnny","Snyder, Steven",2
"King, Bin","Harrison, Randi",1
"Tran, Johnny","Harrison, Randi",1
"Snyder, Steven","Harrison, Randi",1
"Herndon, Lawrence","Harrison, Randi",1
"Tran, Johnny","Okita, Mark",7
"Snyder, Steven","Okita, Mark",2
"Okita, Mark","Harrison, Randi",2
"Herndon, Lawrence","Okita, Mark",5
"Herndon, Lawrence","King, Bin",2
"Herndon, Lawrence","Tran, Johnny",1
"Herndon, Lawrence","Snyder, Steven",4
"Jenkins, Bradley","al-Ameen, Rida",1
"Rosales, Mattaio","al-Ameen, Rida",1
"Gosz, Lisa","Barcenas-Quiroz, Amanda",1
"el-Mousa, Atheer","Cramer, Deanna",21
"Her, Avery","Ngu, Andrew",11
"Elcock, Daijha","Vigil, Roman",6
"Martinez, Kelsey","Leon, David",1
"Pham, Anh","Gonzalez-Zepeda, Jessica",1
"Portillo, Justin","Marquez, Bryan",7
"el-Mostafa, Unais","Smith, Alexis",1
"el-Mostafa, Unais","Brown, Christopher",1
"Tusay, Megan","al-Rauf, Unais",4
"al-Rauf, Unais","el-Shehata, Ameer",4
"Hall, Sharice","Tran, Alexandra",6
"Naple, Michael","Castillo, Brenda",26
"Ng, Shayla","Hut, Brandon",6
"Tucker, Courtney","Le, Melanie",2
"al-Salih, Zakariyya","Tucker, Courtney",2
"Rudebusch, Nathan","Kang, Mreenal",1
"al-Omer, Faadi","Kang, Mreenal",2
"Molock-Sanders, Eustace","Gutierrez, Michelle",6
"Craig, Ladon","Jackson, Imani",9
"Truitt, Jason","Strasburger, Andrea",19
"Phillips, Alexis","West, Joseph",13
"Lewis, Tyrale","Okita, Mark",5
"al-Omer, Faadi","Weston, Kyle",5
"al-Omer, Faadi","Flores-Caballero, Branden",2
"Morris, Hanah","Kim, Asa",32
"Neuwirth, Whitney","Kim, Asa",66
"Valdo, Brandi","Tavares Gomes, Marcus",5
"Sinouansai, Janice","Lee, Sam",42
"Pak, Lauryn","Smith, Jensen",3
"Lung, Eileen","al-Hallal, Haani",21
"al-Ismail, Furqaan","al-Hallal, Haani",30
"Gosz, Lisa","el-Mansoor, Ibrahim",2
"Sampson, Nicholas","Young, Ashleigh",1
"Young, Ashleigh","Blanco, Ace",1
"Sampson, Nicholas","Blanco, Ace",14
"Sims, Alexandrea","Herrera, Heaven",2
"Dye, Taylor","Saqib, Adam",7
"Dye, Taylor","el-Shah, Zahraaa",9
"Norris, Savannah","Allen, April",1
"Siriwalothakul, Andrew","al-Hallal, Haani",2
"Sewald, Jason","Martinez, Kelsey",6
"el-Momin, Shaakir","Davis, Keyonna",22
"Elliott, Dakota","el-Momin, Shaakir",2
"Thompson, Skylar","Russell, Ciara",20
"Jacket, Brianna","Wallace, Tyler",26
"Salaz, Daniel","Rodriguez, Alvaro",3
"Kauffmann, Dustin","Rodriguez, Alvaro",16
"Salaz, Daniel","Kauffmann, Dustin",56
"Jackson, Sade","Abram, Haylee",8
"Martinez, Eduardo","Hopkins, Kiran",18
"Hayutin, Jordan","Doyle, Elise",2
"Thompson, Raegan","Jackson, Sade",4
"Adams, Mariah","Gurule, Luisa",6
"Birkhead, Ji Young","al-Rahmani, Neeshaan",2
"Khuu, Mehal","al-Rahmani, Neeshaan",5
"Khuu, Mehal","Martinez, Alexandro",3
"Birkhead, Ji Young","Martinez, Alexandro",5
"Davis, Charlotte","el-Ayoub, Abyad",3
"el-Minhas, Nabeela","Tsegay, Brandon",3
"Greene, Ladezhane","Tsegay, Brandon",12
"Truitt, Jason","Riefstahl, Katherine",8
"Truitt, Jason","Deguzman, Benjamin",3
"Jenkins, Mauriel","Warren, Brianna",20
"Jenkins, Mauriel","Knighten, Ashanafe",21
"Knighten, Ashanafe","Warren, Brianna",18
"King, Tyler","Hasegawa, Akiyoshi",2
"An, William","Verbonitz, Connie",1
"Fay, Paige","Verbonitz, Connie",5
"Natonabah, Amber","el-Parsa, Nawf",2
"el-Parsa, Nawf","al-Hashmi, Hafsa",3
"Natonabah, Amber","al-Hashmi, Hafsa",5
"Gonzalez-Zepeda, Jessica","Osnaya, Marisa",27
"Siddiqui, Julie","Osnaya, Marisa",24
"Kuge, Girishkumar","Contreras, Ariana",10
"Sewald, Jason","Roberts, Jennifer",3
"Roberts, Jennifer","Reese, Jordyn",2
"Sanchez, Antonio","Barela, Jackie",3
"Juarez, Bianca","Alferos, Liana",5
"Alferos, Liana","el-Majid, Shakoora",4
"Gonzalez, Yurivet","Portillo, Justin",9
"Hodges, Alexander","el-Begum, Haaniya",7
"Demario, Ellis","el-Begum, Haaniya",18
"An, William","Jackson, Imani",18
"Burnley, Olivia","Pollock, Connor",7
"Burnley, Olivia","Little, James",47
"al-Can, Mansoor","Little, James",26
"al-Hoque, Nawfa","Wisham, Addam",10
"al-Hoque, Nawfa","Lewis, Anisa",4
"Weed, Jackie","Scannell, Bella",1
"Scannell, Bella","Nguyen, Steven",1
"Weed, Jackie","Nguyen, Steven",3
"Nguyen, Steven","Goens, Jurnee",1
"Nguyen, Steven","Okita, Mark",2
"Weed, Jackie","Okita, Mark",4
"Okita, Mark","Goens, Jurnee",1
"Bowen, Katharine","el-Bashir, Zayyaan",3
"Bowen, Katharine","Davis, Keyonna",6
"Porras, Edgar","Bounds, Michealla",6
"Anderson, Eva","Chu, Joann",14
"al-Massoud, Aasim","Garcia, Austin",49
"Garcia, Austin","Jones, Cade",8
"Jacket, Brianna","Garcia, Austin",7
"Pak, Lauryn","Xue, Wing",2
"el-Hanif, Shafee'a","Osnaya, Marisa",31
"Reed, Ronisha","Durham, Jerianne",2
"Reed, Ronisha","Flores, Jesus",6
"Aguilera, Xavier","Otey, Jordan",8
"Aguilera, Xavier","Belmont, Alex",5
"Robinson, Brianna","Otey, Jordan",10
"Robinson, Brianna","el-Ashraf, Humaira",18
"Robinson, Brianna","Belmont, Alex",17
"Aguilera, Xavier","Kida, Jui-Chun",11
"Kida, Jui-Chun","Otey, Jordan",15
"Kida, Jui-Chun","Rodriguez, Maria",50
"Kida, Jui-Chun","el-Ashraf, Humaira",10
"al-Meer, Jaadallah","Kida, Jui-Chun",7
"Kida, Jui-Chun","Belmont, Alex",6
"Otey, Jordan","Belmont, Alex",7
"Aguilera, Xavier","Rodriguez, Maria",5
"Otey, Jordan","Rodriguez, Maria",19
"Belmont, Alex","Rodriguez, Maria",6
"Aguilera, Xavier","el-Ashraf, Humaira",5
"el-Ashraf, Humaira","Rodriguez, Maria",19
"al-Meer, Jaadallah","el-Ashraf, Humaira",6
"el-Ashraf, Humaira","Belmont, Alex",5
"Mansurabadi, Donovan","Rodriguez, Maria",17
"Mansurabadi, Donovan","Belmont, Alex",11
"al-Meer, Jaadallah","Otey, Jordan",7
"al-Meer, Jaadallah","Rodriguez, Maria",5
"al-Meer, Jaadallah","Belmont, Alex",5
"Palma, Carmen","Rodriguez, Maria",30
"Palma, Carmen","Belmont, Alex",7
"Larson, Jordan","Xanoubane, Alexandra",12
"Wall, Kayla","Durham, Jerianne",3
"Durham, Jerianne","Navajo, Sage",3
"Abby, Jazmyn","Wall, Kayla",7
"Abby, Jazmyn","Durham, Jerianne",3
"Abby, Jazmyn","Navajo, Sage",8
"Abby, Jazmyn","Naple, Michael",5
"Naple, Michael","Wall, Kayla",4
"Naple, Michael","Flores, Jesus",24
"Naple, Michael","Durham, Jerianne",10
"Naple, Michael","Navajo, Sage",19
"Belden, Kaylina","Bivins, Shapprrea",2
"Little, Benjamin","al-Minhas, Arafaat",22
"el-Demian, Safwa","Carey, April",1
"Smith, Sterling","Reddy, Kelly",9
"Lehi, Angelina","Smith, Sterling",8
"Martin, Jared","Reddy, Kelly",38
"Lehi, Angelina","Martin, Jared",26
"Martin, Jared","Smith, Sterling",4
"Natonabah, Naiessynce","el-Sharaf, Bilaal",19
"el-Sharaf, Bilaal","el-Kaba, Nuzha",26
"al-Ghaffari, Mumtaaza","Williams, Jethary",10
"Williams, Jethary","el-Jan, Mahmooda",7
"King, Tyler","Reed, Ronisha",5
"Anderson, Eva","Bohannon Pea, Kaela",10
"Anderson, Eva","Garcia, Justin",26
"Garcia, Justin","Lanza, Glen",28
"al-Tamer, Mawhiba","Casias, Anastasia",26
"al-Tamer, Mawhiba","Cobarrubias, William",7
"Rickett, Matthew","Ortiz, Karen",3
"Rickett, Matthew","Jenkins, Bradley",21
"Jenkins, Bradley","Ortiz, Karen",1
"al-Khalaf, Wajeeh","Jenkins, Bradley",2
"el-Abood, Hissa","Jenkins, Bradley",2
"Rickett, Matthew","al-Khalaf, Wajeeh",3
"al-Khalaf, Wajeeh","Ortiz, Karen",17
"el-Abood, Hissa","al-Khalaf, Wajeeh",2
"Rickett, Matthew","el-Abood, Hissa",2
"el-Abood, Hissa","Ortiz, Karen",3
"Porras, Edgar","Casias, Anastasia",15
"Mendez-Soto, Jared","Vongphackdy, Amanda",15
"Mendez-Soto, Jared","el-Rahimi, Afeef",20
"Porras, Edgar","Lewis, Andrew",2
"Manke, Martha","Porras, Edgar",2
"Deleon, Brianna","al-Fadel, Zaahid",10
"al-Fadel, Zaahid","el-Jaber, Fat'hiyaa",12
"Bishop, Dominique","al-Fadel, Zaahid",21
"Snow, Catherine","Lee, Qin Qin",2
"Lee, Qin Qin","el-Lodi, Nabeeha",3
"al-Ghaffari, Mumtaaza","Lee, Qin Qin",3
"Young, John","Lee, Qin Qin",3
"Williams, Kijana","Lee, Qin Qin",5
"Snow, Catherine","Williams, Kijana",2
"Williams, Kijana","el-Lodi, Nabeeha",3
"al-Ghaffari, Mumtaaza","Williams, Kijana",2
"Young, John","Williams, Kijana",2
"Simon, Kavita","Young, John",8
"Snow, Catherine","Young, John",4
"Young, John","el-Lodi, Nabeeha",7
"al-Ghaffari, Mumtaaza","Young, John",7
"Ellis, Chantel","Cobarrubias, William",5
"Siriwalothakul, Andrew","Cobarrubias, William",6
"Reed, Kiana","Cobarrubias, William",6
"el-Pasha, Abdul Baari","Griffin, Morgan",17
"Engle, Dylan","Griffin, Morgan",25
"Griffin, Morgan","Chism, Tanisha",9
"Engle, Dylan","Chism, Tanisha",12
"Matthiesen, Dillon","Vigil, Roman",1
"Valdo, Brandi","Vigil, Roman",5
"Valdo, Brandi","Kumagai, Gabriel",6
"Kumagai, Gabriel","Vigil, Roman",2
"Matthiesen, Dillon","Kumagai, Gabriel",2
"Jackson, Ellen","Deleon, Brianna",10
"Griffith, Reed","Eang, Joshua",5
"Tyler, Asia","Eang, Joshua",11
"al-Mohammad, Taaj","Eang, Joshua",6
"Eang, Joshua","Kikuchi, Nicole",11
"Tyler, Asia","Griffith, Reed",20
"Griffith, Reed","Kikuchi, Nicole",9
"al-Mohammad, Taaj","Kikuchi, Nicole",16
"al-Omer, Faadi","Pak, Lauryn",15
"Andres, Mark","Romero, Jessica",10
"el-Abdella, Kaarim","Schweitzer, Ashley",1
"Rickett, Matthew","Schweitzer, Ashley",17
"Rickett, Matthew","el-Abdella, Kaarim",3
"Smith, Amanda","Bullock, Kayla",1
"Park, Ashleigh","Stuart, Brennan",3
"Lundberg, Stephanie","Park, Ashleigh",6
"King, Elizabeth","Yang, Max",8
"Lane, Marissa","Yang, Max",7
"Yang, Max","Wilson, Monique",5
"King, Elizabeth","Wilson, Monique",4
"Lane, Marissa","Wilson, Monique",16
"Yang, Max","Flores-Caballero, Branden",6
"King, Elizabeth","Flores-Caballero, Branden",5
"Flores-Caballero, Branden","Wilson, Monique",2
"al-Idris, Fakeeha","Bell, Travon",19
"Walton, Airel","Woldu, Keiarah",2
"Garrison, Brandon","Walton, Airel",2
"Walton, Airel","Grainda, Kaylina",2
"Hampton, Yeng","Walton, Airel",2
"Hampton, Yeng","Garrison, Brandon",5
"Perry, Shay","Medina, Sabastian",4
"Abdalla, Devonna","al-Tariq, Ulyaa",38
"al-Tariq, Ulyaa","al-Hallal, Haani",37
"al-Hashmi, Hafsa","al-Khalid, Jihaad",15
"Mclaughlin, Matthew","al-Hashmi, Hafsa",1
"Mclaughlin, Matthew","al-Khalid, Jihaad",1
"Ottosen, Jessica","Salazar, Kanani",7
"Naple, Michael","Parton, Jonathan",15
"Naple, Michael","Hasegawa, Akiyoshi",13
"Parton, Jonathan","Hasegawa, Akiyoshi",2
"Mathis, Rondora","al-Siddique, Tayyib",6
"Mathis, Rondora","Braxton, Dajanae",4
"Raposa, Dominique","Nakai, Alexis",2
"el-Radwan, Hanaaa","Soto, Dashae",33
"al-Siddique, Sabaaha","Stepner, Dylan",20
"Yoshimura, Rachael","Stepner, Dylan",24
"al-Ghaffari, Mumtaaza","Galvan, Luis",1
"Natonabah, Amber","Barcenas-Quiroz, Amanda",3
"Curtis, Charles","Perske, Harley",1
"Curtis, Charles","Romero, April",1
"al-Shahidi, Muneera","al-Tariq, Ulyaa",18
"al-Tariq, Ulyaa","Davis, Simran",15
"Davis, Charlotte","Hurst, Katelyn",35
"Blackburn, Marlon","Currington, Alexis",8
"al-Sheikh, Mahmood","Currington, Alexis",13
"Scott, Blake","Currington, Alexis",12
"Scott, Blake","Blackburn, Marlon",2
"Walker, Michael","Riplie Jr, Matthew",9
"Gonzalez Lopez, Jessie","Riplie Jr, Matthew",4
"Running-Rabbit, Michelle","Riplie Jr, Matthew",3
"Hall, Whitney","Riplie Jr, Matthew",4
"Leshchinskaya, Justina","el-Bangura, Taqiyya",13
"el-Shahid, Maahir","Massey, Tyler",17
"el-Bangura, Taqiyya","Tucker, Courtney",13
"Massey, Tyler","Tucker, Courtney",26
"el-Shahid, Maahir","Tucker, Courtney",11
"Leshchinskaya, Justina","Tucker, Courtney",11
"Leshchinskaya, Justina","Massey, Tyler",17
"Cordova, Yuri","Snowhawk, Brandon",6
"Chavarria, Alexander","Williams, Quinten",1
"Perry, Shay","Barkey, Jayna",9
"Robinson, Brianna","Barkey, Jayna",5
"Gutierrez-Ramirez, Carina","Barkey, Jayna",18
"Tran, Johnny","Slofkiss, Riley",2
"Kalma, Tess","Slofkiss, Riley",1
"Tran, Johnny","Kalma, Tess",18
"Rudebusch, Nathan","Fay, Paige",7
"Wilson, Monique","Strasburger, Andrea",5
"el-Shah, Zahraaa","Garcia, Taryn",2
"el-Shah, Zahraaa","Montgomery, Alicia",1
"Montgomery, Alicia","Garcia, Taryn",9
"Craig, Ladon","Montoya, Emma",1
"Craig, Ladon","el-Ayoub, Abyad",2
"Kikuchi, Nicole","Sisneros, Jacob",3
"Kikuchi, Nicole","Nelson, Hannah",5
"Andres, Mark","Nelson, Hannah",16
"Sisneros, Jacob","Nelson, Hannah",4
"Mclaughlin, Matthew","Kikuchi, Nicole",3
"Mclaughlin, Matthew","Andres, Mark",7
"Mclaughlin, Matthew","Sisneros, Jacob",3
"Mclaughlin, Matthew","Nelson, Hannah",9
"Lewis, Tyrale","Clark, Sierra",8
"Lewis, Tyrale","Kida, Jui-Chun",3
"Clark, Sierra","Kida, Jui-Chun",5
"Jun, Jacklyne","Kida, Jui-Chun",4
"Engle, Dylan","el-Jaffer, Ruqayya",2
"Engle, Dylan","el-Mansour, Mahdi",3
"Deleon, Brianna","Engle, Dylan",13
"Deleon, Brianna","el-Jaffer, Ruqayya",1
"Deleon, Brianna","el-Mansour, Mahdi",1
"Deleon, Brianna","Romero, Jessica",2
"Santistevan, Miranda","Engle, Dylan",38
"Santistevan, Miranda","el-Mansour, Mahdi",18
"el-Mansour, Mahdi","el-Jaffer, Ruqayya",1
"Engle, Dylan","Petty, Ciara",18
"Petty, Ciara","el-Mansour, Mahdi",7
"Engle, Dylan","Romero, Jessica",27
"Romero, Jessica","el-Jaffer, Ruqayya",2
"Santistevan, Miranda","Romero, Jessica",20
"Romero, Jessica","el-Mansour, Mahdi",3
"Petty, Ciara","Romero, Jessica",17
"Chipman, Jessica","Wong, Irena",6
"Chipman, Jessica","Najera, Steve",2
"el-Hosein, Thaabita","el-Lodi, Nabeeha",1
"Furman, Dylan","Halverson, Mckenzie",14
"Webb, Erron","Apodaca-Anaya, Quintina",3
"Cranfill, Travon","Bass, Matias",7
"Apodaca-Anaya, Quintina","Bass, Matias",2
"Alger, Kincaid","Grimm, Thomas",9
"al-Nasr, Asmaa","Grimm, Thomas",3
"Alger, Kincaid","el-Demian, Safwa",1
"al-Nasr, Asmaa","el-Demian, Safwa",1
"el-Demian, Safwa","Grimm, Thomas",1
"Barrera, Ganell","Saddler, Mark",6
"Khatri, Jasmine","Saddler, Mark",5
"Torres, Che","Hayes-Joshua, Trei'Vonne",3
"Alferos, Liana","Roda, Randy",8
"Harper, Rebekah","Flores Benitez, Teresa",8
"Harper, Rebekah","Cobarrubias, William",24
"Bounds, Michealla","Griffin, Morgan",1
"al-Can, Mansoor","Heilman, Sharah",2
"al-Can, Mansoor","Salaz, Mariah",7
"Smith, Phoebe","al-Can, Mansoor",5
"Mcclain, Camry","Moua, Naweed",7
"Nguyen, Steven","Moua, Naweed",5
"Quinnie, Edward","Nobraid, Shawn",2
"Woody, Angela","Nobraid, Shawn",2
"Woody, Angela","Quinnie, Edward",2
"Smith, Chance","Nobraid, Shawn",21
"Smith, Chance","Quinnie, Edward",2
"Smith, Chance","Woody, Angela",1
"Yang, Max","el-Hussain, Raaniya",15
"King, Elizabeth","el-Hussain, Raaniya",3
"al-Matar, Ariyya","al-Omer, Faadi",6
"Apodaca-Anaya, Quintina","Hurst, Katelyn",2
"Apodaca-Anaya, Quintina","Hunt, Alexandrea",2
"Baldassare, Brianna","Apodaca-Anaya, Quintina",2
"Smith, Cassidy","Fearce, Mario",2
"Montano, Kristen","Winbush, Kellie",7
"Montano, Kristen","Dalke, Emily",8
"Dalke, Emily","Winbush, Kellie",10
"Dalke, Emily","Salazar, Kanani",11
"Montano, Kristen","Tran, Alexandra",32
"Dalke, Emily","Tran, Alexandra",7
"Winbush, Kellie","Tran, Alexandra",8
"Tran, Alexandra","Salazar, Kanani",24
"Montano, Kristen","Miales, Ariel",5
"Miales, Ariel","Winbush, Kellie",4
"Miales, Ariel","Salazar, Kanani",5
"Thorpe, Jordan","Zahir, Sunya",7
"Rosales, Mattaio","Zahir, Sunya",6
"Katamaneni, Emily","Snelling, Peyton",1
"al-Siddique, Tayyib","Snelling, Peyton",2
"al-Siddique, Tayyib","Katamaneni, Emily",3
"al-Hashmi, Hafsa","Dodson, Blake",5
"el-Amara, Rawda","Martin, Jared",22
"Lor, Janice","el-Amara, Rawda",39
"Lor, Janice","Martin, Jared",42
"Sarsam, Michael","el-Firman, Ghaazi",29
"Hoang, Cameron","el-Firman, Ghaazi",23
"Hoang, Cameron","Champine, Cody",3
"Romero, Maria","Sarsam, Michael",6
"Romero, Maria","el-Firman, Ghaazi",17
"Romero, Maria","Champine, Cody",2
"Stone, Ravindra","Sarsam, Michael",2
"Stone, Ravindra","el-Firman, Ghaazi",3
"el-Firman, Ghaazi","Nieto, Agustine",25
"Champine, Cody","Sarsam, Michael",2
"Champine, Cody","Stone, Ravindra",12
"Champine, Cody","el-Firman, Ghaazi",2
"Champine, Cody","Nieto, Agustine",2
"al-Tariq, Ulyaa","al-Jabbar, Maahir",11
"al-Tariq, Ulyaa","al-Samaan, Ayyoob",17
"Lingen, Will","Ishizuki, Gurjot",1
"Lingen, Will","Alferos, Liana",1
"Palma, Carmen","Xanoubane, Alexandra",3
"Ishizuki, Gurjot","Palma, Carmen",2
"Alferos, Liana","Xanoubane, Alexandra",1
"Ishizuki, Gurjot","Alferos, Liana",3
"Lewis, Tyrale","al-Haidar, Nazmiyya",4
"Martin, Jared","al-Haidar, Nazmiyya",1
"Martin, Jared","Chapman, Khanh",3
"Lewis, Tyrale","Martin, Jared",2
"Gosz, Lisa","Martin, Jared",14
"Anderson, Eva","al-Haidar, Nazmiyya",8
"Anderson, Eva","Martin, Jared",2
"Anderson, Eva","Chapman, Khanh",7
"Lewis, Tyrale","Anderson, Eva",8
"Gosz, Lisa","Anderson, Eva",3
"Gosz, Lisa","al-Haidar, Nazmiyya",6
"Gosz, Lisa","Chapman, Khanh",8
"Lewis, Tyrale","Gosz, Lisa",3
"West, Joseph","May, Randy",7
"Siriwalothakul, Andrew","May, Randy",22
"Lai, Christina","Qiu, Justin",15
"al-Abdi, Sahar","al-Darwish, Ibtisaama",3
"Jackson, Shailah","el-Ayoub, Abyad",14
"el-Reza, Sahla","el-Ayoub, Abyad",25
"Adams, Mariah","Becerra, Mayra",23
"De Giorgio, David","Mata Gutierrez, Jose",24
"Stevens, Dana","Tran, Akshat",1
"Elam, Kiah","Ellis, Rito",2
"Kikuchi, Nicole","Ellis, Rito",1
"Flores, Jesus","Ellis, Rito",1
"Kumpf, Jessica","Matthiesen, Dillon",14
"Gosz, Lisa","Matthiesen, Dillon",14
"al-Mohammad, Taaj","al-El-Sayed, Mubaaraka",1
"al-Mohammad, Taaj","Saling, Shawn",5
"Griffith, Reed","al-El-Sayed, Mubaaraka",1
"Saling, Shawn","al-El-Sayed, Mubaaraka",2
"Saling, Shawn","Griffith, Reed",2
"el-Younes, Ameena","Butler-Fulbright, Milo",16
"Chipman, Jessica","Hoover, Brian",1
"Chipman, Jessica","Kelly, Adedotun",13
"Emert, Taylor","Chipman, Jessica",15
"Montano, Kristen","Hoover, Brian",1
"Hoover, Brian","Kelly, Adedotun",3
"Emert, Taylor","Montano, Kristen",1
"Emert, Taylor","Hoover, Brian",2
"Leshchinskaya, Justina","Molock-Sanders, Eustace",6
"Palma, Carmen","Molock-Sanders, Eustace",20
"Molock-Sanders, Eustace","Hedberg, Jennifer",3
"Herrera, Heaven","el-Jafari, Jannat",2
"Montoya, Zachary","Mcnichols, Aidan",2
"Vital, Salvador","Young, John",3
"Hopkins, Kiran","Young, John",2
"Vital, Salvador","el-Atallah, Akram",7
"Vital, Salvador","Hopkins, Kiran",7
"Vital, Salvador","Zahir, Sunya",8
"Hopkins, Kiran","el-Atallah, Akram",1
"Hopkins, Kiran","Zahir, Sunya",3
"Santiago, Hana","Hurst, Katelyn",5
"Santiago, Hana","Tran, Sharon",3
"Sloan, Taylor","Halverson, Mckenzie",3
"Sloan, Taylor","Bui, Da Som",4
"Webb, Erron","Lorenzo, Alessa",4
"Martinez, Kelsey","Lorenzo, Alessa",38
"Webb, Erron","Martinez, Kelsey",13
"Contreras, Alicia","Martinez, Kelsey",60
"Martinez, Kelsey","Teuton, Anasthasia",19
"Teuton, Anasthasia","Lorenzo, Alessa",5
"Osnaya, Marisa","Parsons, Zoe",28
"al-Shahidi, Sanaaa","Osnaya, Marisa",10
"al-Shahidi, Sanaaa","Parsons, Zoe",2
"al-Shahidi, Sanaaa","Gonzalez-Zepeda, Jessica",3
"al-Shahidi, Sanaaa","Siddiqui, Julie",5
"Quinnie, Edward","al-Nasrallah, Sulaimaan",1
"Hintz, Casey","al-Nasrallah, Sulaimaan",6
"el-Radwan, Hanaaa","al-Nasrallah, Sulaimaan",1
"al-Omer, Faadi","Nelson, Hannah",4
"el-Tahir, Jawhar","al-Omer, Faadi",1
"Herrera, Heaven","Grohman, Shelby",5
"Herrera, Heaven","Nguyen, Samantha",10
"Sewald, Jason","Nguyen, Samantha",19
"Mergerson, Ryvon","al-Tariq, Ulyaa",2
"Dalke, Emily","Mergerson, Ryvon",3
"Davis, Charlotte","Mergerson, Ryvon",6
"Romero, April","Dye, David",15
"Romero, April","Lynch, Christopher",13
"Estrada, Alexandrea","Lynch, Christopher",15
"Lynch, Christopher","Dye, David",5
"Chanthavongsa, Emily","Valdez, Angel",5
"Ishizuki, Gurjot","Cordova, Randolph",17
"Cordova, Randolph","Lapaz, Tazz",45
"Andrews, Carmen","Xanoubane, Alexandra",2
"Jones, Jordan","Xanoubane, Alexandra",1
"Lingen, Will","Andrews, Carmen",1
"Lingen, Will","Jones, Jordan",1
"Mandell, Ena","Munnerlyn, Jacqulynn",8
"Munnerlyn, Jacqulynn","Hinojos Orozco, Elvia",1
"Lanza, Glen","Kelly, Adedotun",1
"Mandell, Ena","Smith, Cassidy",3
"Mandell, Ena","Lanza, Glen",11
"Mandell, Ena","Kelly, Adedotun",1
"Montano, Kristen","Eastman, Brianna",7
"Kelly, Adedotun","Merrow, Kassandra",1
"Mckune, Austin","Merrow, Kassandra",4
"el-Jafari, Jannat","Ball, Jacob",2
"el-Jafari, Jannat","Garcia, Austin",2
"el-Kaba, Nuzha","Ball, Jacob",2
"Garcia, Austin","Ball, Jacob",2
"Russell, Ciara","Ortiz, Anastacia",6
"Kida, Jui-Chun","Cordova, Randolph",10
"Robinson, Brianna","Durham, Jerianne",10
"Robinson, Brianna","Cordova, Randolph",15
"al-Halim, Jawhar","Heilman, Sharah",2
"Leon, David","Gonzalez, Kilikina",1
"Archuleta III, Joshua","Ortiz, Karen",3
"Shoels, Brittany","Ortiz, Karen",1
"Shoels, Brittany","Archuleta III, Joshua",1
"el-Abood, Hissa","Archuleta III, Joshua",2
"el-Abood, Hissa","Shoels, Brittany",4
"Bustos, Tony","Archuleta III, Joshua",8
"Shoels, Brittany","Bustos, Tony",1
"el-Abood, Hissa","Bustos, Tony",3
"Baldassare, Brianna","Lanza, Glen",6
"Dalke, Emily","Braxton, Dajanae",1
"Dalke, Emily","al-Siddique, Tayyib",2
"al-Akbari, Fawzaana","Weston, Kyle",2
"Weed, Jackie","al-Akbari, Fawzaana",1
